cz,czname,pop2000,fips,statename,stateabbrv,location,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,adjmortmeas_amiall30day,adjmortmeas_chfall30day,adjmortmeas_pnall30day,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,cs_educ_ba,tuition,gradrate_r,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc,taxrate,tax_st_diff_top20,female,male,age_0_to_19,age_20_to_39,age_40_to_64,age_over_64,asian,black,hispanic,white,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
26407,Plentywood,4105.0,30,Montana,MT,"Plentywood, MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2186656,7102.42,0.2759098,0.2287797,0.0694777,0.1022875,0.1871915,84.291615,88.732394,71.830986,77.464789,54.545455,58.95,0.0037856,0.0047031,0.0019281,0.0141644,NA,0.1473684,NA,NA,1.269775,75.76126,0.0974421,1.071864,0.0400624,-0.2417806,-0.1952931,0.590282,0.028481,1.833092,0.0,0.0070645554,2.448439,0.6808777,33726.7,61051.4,7.2808219,12.997945,NA,NA,18.4,NA,NA,NA,0.0951374,0.0065773,2408.495,0.0279083,0.0,0.4943019943019943,0.5056980056980057,0.23390313390313391,0.19002849002849004,0.35498575498575496,0.22108262108262108,0.0019943019943019944,0.0011396011396011395,0.015954415954415956,0.9282051282051282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26408,Glasgow,12276.0,30,Montana,MT,"Glasgow, MT",0.1290323,0.0714286,0.1666667,0.2352941,0.4333333,0.2857143,0.2727273,0.1764706,0.61290324,0.78571427,1.0,0.88235295,0.2514205,7187.8093,3.303729,0.2145567,0.1399148,0.1420061,-1.625031,82.614132,72.001197,62.768356,58.119402,57.52895,62.983997,0.0206645,0.0224724,0.0142719,0.212774,0.27065,0.1532105,0.04758,0.60942,1.5642835,59.74259,0.1221896,0.9204953,0.0412544,-0.2139335,-0.1549575,0.6181893,0.0144087,1.085995,0.0050505051,0.0101824699,1.22021,0.6966601,31217.48,79780.90176,7.4909977,13.595161,9.237108,-0.027613,16.22471,NA,NA,51.10375,0.1645078,0.0053763,6900.015,0.0368422,0.0,0.49820696721311475,0.5017930327868853,0.24803620218579234,0.1918545081967213,0.34818989071038253,0.21080942622950818,0.0011099726775956283,9.39207650273224e-4,0.017759562841530054,0.8590334699453552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26409,Glendive,12051.0,30,Montana,MT,"Glendive, MT",0.2903226,0.2089552,0.125,0.25,0.2631579,0.2222222,0.2580645,0.1818182,0.56451613,0.79411763,0.84375,0.83333331,0.17331700000000003,7296.9572,0.7454228,0.1776867,0.1115052,0.1163961,-1.446624,80.302151,87.481406,64.211208,50.171589,53.735534,68.156073,0.0039538,0.0050511,0.0037653,0.0123838,0.21703,0.149952,0.04291,0.68814,1.7509932,54.16148,0.2074517,0.871297,0.0335196,-0.231049,-0.1995708,0.6231959,0.0085366,1.014935,0.0033192266,0.0087129699,2.825928,0.7352538,29214.83,76601.72288,5.7934519,14.507478,11.65619,-0.0256677,15.93014,1236.0,0.0798695,57.0415,0.1433566,0.004149,2129.959,0.0284241,0.0,0.48277583624563153,0.5172241637543684,0.24471625894491597,0.22641038442336495,0.3474787818272591,0.18230986853053752,0.003328340822100183,0.004576468630387752,0.02088533865867865,0.945082376435347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26410,Dickinson,27124.0,38,North Dakota,ND,"Dickinson, ND",0.2360406,0.1829268,0.1290323,0.1806452,0.2642487,0.2085427,0.1981132,0.2666667,0.6581921,0.80706519,0.86432159,0.85135138,0.1212806,7122.8816,-2.499292,0.1329872,0.0811928,0.0771566,1.219131,85.207848,86.647288,75.348197,83.07962,73.830157,47.41873,0.0158678,0.0093598,0.0191434,0.2190036,0.23061,0.1302595,0.08093,0.66419,1.2612914,83.62704,0.176965,0.9806813,0.0262353,-0.0793565,0.022814,0.6618877,0.0823243,0.7847951,0.0099174163,0.0142678071,6.028665,0.6586991,29908.72,89307.26551,5.0795571,18.110334,10.28876,-0.0269243,21.38907,1982.0,-0.0603815,64.01925,0.1538462,0.0029863,1599.642,0.019242,3.44,0.48242199761441396,0.517578002385586,0.25255822713290227,0.27914495574110115,0.32026492560738273,0.14633686986000377,0.013748509008726222,0.009573733442149538,0.03364931885240756,0.9071504802561366,83.81369,84.19994,88.40753,88.56944,85.13445,85.52446,92.28537,92.34193,78.90221,79.32191,83.9175,84.22533,86.05169,86.31355,82.55645,83.00504,1.336014,1.275359,1.082248,1.032509,1.821604,1.751541,1.012945,0.9590168,1.133241,1.103766,1.198529,1.154509,1.326895,1.271839,2.153851,2.117636,14985,18136,20490,13088,14124,20273,21656,12570
26411,Sidney,22035.0,38,North Dakota,ND,"Sidney, ND",0.3521127,0.245098,0.1395349,0.0384615,0.3285714,0.2828283,0.3488372,0.28,0.61971831,0.75490195,0.74418604,0.92307693,0.1742878,7917.9484,-0.7121643,0.1660933,0.0894356,0.1001774,-0.6767589,75.275622,81.572476,71.751113,63.022603,68.621873,75.021691,0.0087188,0.0053496,0.0071197,0.4807816,0.24225,0.155909,0.05407,0.66726,1.4210602,65.84071,0.0862265,1.606535,0.0394462,-0.1855178,-0.1460702,0.6199287,0.0419973,1.39776,0.0103017926,0.0169729975,3.313514,0.6366612,30292.0,70577.07347,6.2914386,14.364992,5.512258,-0.0186335,16.32797,1920.0,-0.1845907,55.6295,0.1811361,0.0039483,2384.618,0.0227537,3.44,0.4682299546142209,0.5317700453857791,0.2758086593184929,0.26687558533246886,0.33372955838916507,0.12383834017722066,0.003962250558317124,0.0034219436640011524,0.04423312441466753,0.7859664289316332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26412,Williston,24286.0,38,North Dakota,ND,"Williston, ND",0.327381,0.2614942,0.1764706,0.2206897,0.2631579,0.2215569,0.2450331,0.2589928,0.66666669,0.74433655,0.77941179,0.88489211,0.10865259999999999,6818.514,-0.2748719,0.1217827,0.1294485,0.1100871,0.7821752,82.792332,86.776386,79.273743,78.283971,66.968631,56.954459,0.0144765,0.0148553,0.0124159,0.0916694,0.24813,0.1247643,0.07252,0.6535,1.3533407,82.78432,0.0864696,0.8523429,0.0234411,-0.1782222,-0.1042214,0.642578,0.0327223,1.318753,0.0099645887,0.0107881084,5.477819,0.701956,32277.37,67151.08942,5.0929872,16.132797,9.651943,-0.0335456,15.78376,1592.0,-0.0053346,61.42575,0.186773,0.0054764,1956.641,0.019037,3.44,0.46957074721780606,0.530429252782194,0.25853736089030205,0.28731319554848966,0.326422893481717,0.13014308426073132,0.005246422893481717,0.010174880763116057,0.0348489666136725,0.8915739268680445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26501,Brookings,40630.0,46,South Dakota,SD,"Brookings, SD",0.2126816,0.2073991,0.1105398,0.0807453,0.2301255,0.2505747,0.2348285,0.2050473,0.69984686,0.75753766,0.84078211,0.87213117,0.135513,7667.0537,0.3173296,0.1718051,0.1104,0.108564,0.5974497,84.013979,86.823239,71.244727,74.13034,75.703298,63.169334,0.0120261,0.0173582,0.0071327,0.1256485,0.22611,0.1264791,0.09071,0.67,1.2618693,66.30569,0.2633522,0.8294364,0.0310026,0.0776331,0.3196119,0.7200013,0.1958721,1.940192,0.0169333005,0.0171548117,18.87574,0.6398721,30234.07,99924.91716,4.7682928,15.548227,12.9722,-0.021681,27.50775,1933.0,0.126678,53.75625,0.1508368,0.0021905,2273.041,0.0294336,0.0,0.4901318020482445,0.5098681979517555,0.2695272760156444,0.3437930956525671,0.26493794226030337,0.12174168607148508,0.023150136775710442,0.010919449279949358,0.022743200777699906,0.9020414622566861,80.3287,80.78015,83.13409,83.60992,87.02454,87.31207,89.89761,90.08591,75.79589,76.24953,82.36614,82.74067,81.90835,82.29843,84.68718,85.07365,1.277288,1.23489,1.34487,1.297103,1.358267,1.295897,1.371599,1.298338,0.9135007,0.912199,0.9957023,0.9584283,1.178692,1.152136,1.823096,1.765651,15551,22871,29397,17009,16458,26412,28705,15161
26502,Madison,14160.0,46,South Dakota,SD,"Madison, SD",0.2333333,0.25,0.1212121,0.125,0.2521739,0.248062,0.3015873,0.1875,0.60377359,0.71559632,0.93548387,0.89655173,0.12553910000000001,7111.618,-0.4482167,0.1440415,0.0944135,0.1201798,1.115993,84.301778,89.242424,69.019534,84.991652,70.675818,40.570201,0.0220709,0.0179427,0.023142,0.0172597,0.22717,0.1015783,0.09604,0.68576,2.2810784,72.51412,0.2683616,0.7556497,0.0324365,-0.02095,0.2569006,0.6700417,0.1674393,0.8042895,0.0139830508,0.019279661,12.49157,0.6317204,30818.75,86082.74252,4.5471638,17.15045,13.98976,-0.0240934,19.55209,1935.0,-0.0156563,54.305,0.1386861,0.004096,2610.982,0.0267547,0.0,0.49199068520217343,0.5080093147978265,0.251076141415567,0.22574271399336673,0.33625008820831276,0.18714275633335686,0.007056665020111495,0.004586832263072472,0.020464328558323336,0.9454519793945382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26503,Sioux Falls,200630.0,46,South Dakota,SD,"Sioux Falls, SD",0.2725164,0.2413232,0.1855362,0.1119403,0.2375402,0.2182584,0.2200413,0.1987985,0.65623581,0.76576,0.82884401,0.89271599,0.1172141,8222.7489,-0.7109316,0.1405445,0.1019964,0.10774450000000001,0.8551047,82.374918,88.392731,71.884833,80.976092,72.653319,57.967951,0.0758229,0.0634576,0.0872232,0.0823698,0.25565,0.0796044,0.1317,0.59942,1.6290626,64.32637,1.215172,1.772915,0.0250963,0.3133244,0.5199132,0.7418825,0.1190676,3.36842,0.0255196132,0.0194487365,67.08466,0.4391498,36624.38,130142.6226,5.1324525,17.273331,-0.6000126,-0.0039932,26.11784,5666.39,0.0229504,49.384,0.1807951,0.0067981,1706.508,0.0279824,0.0,0.5003964132528879,0.49960358674711214,0.28391909998335063,0.28823604030729955,0.312405356335873,0.11540382618071687,0.01579310399505276,0.0317764863514917,0.03699328475949608,0.8766520522314102,81.42913,81.67429,84.97861,85.3045,87.51225,87.8193,87.5365,87.86694,76.5898,76.89966,81.62605,81.99901,83.86836,84.25976,85.308,85.65347,0.5386961,0.5230834,0.4876226,0.4666708,0.4860177,0.4604919,0.7162357,0.680732,0.4211547,0.4166401,0.429094,0.4214657,0.4858614,0.4702918,0.6318686,0.6110011,98060,146432,175127,129095,98734,149487,170146,121434
26504,Watertown,40078.0,46,South Dakota,SD,"Watertown, SD",0.2720798,0.2397661,0.1693122,0.118705,0.2606775,0.2360775,0.2286501,0.229927,0.62363917,0.7535854,0.8277778,0.8289963,0.136538,8072.2561,0.0922898,0.162334,0.1010816,0.1171713,1.082837,87.004044,88.101293,71.077648,83.492276,79.927948,79.275204,0.0228267,0.0203503,0.0231481,0.0281612,0.25341,0.1016826,0.0769,0.68298,1.7891194,82.55402,0.1147762,0.9057338,0.0371255,0.1031958,0.3332916,0.6927036,0.1989567,1.06444,0.0122012076,0.0147711962,14.43726,0.594932,35142.73,94592.66799,4.9196216,17.409456,14.26026,-0.0127598,16.58838,1980.0,0.376118,54.8025,0.1444786,0.0071361,2099.188,0.0273652,0.0,0.49657979671467795,0.503420203285322,0.27655474733850377,0.23823401897971963,0.32058384315236765,0.16416975769545739,0.004311383014596079,0.00296257045137049,0.020545305650561202,0.943903848932993,82.06654,82.43796,85.15785,85.50211,88.61057,88.85583,85.36528,85.75742,75.49673,75.94624,81.07024,81.49657,84.33167,84.68341,84.92296,85.24,1.089895,1.044512,1.072718,1.023721,1.187064,1.123561,1.989259,1.918109,0.8112888,0.8059703,0.9772722,0.9573336,1.103225,1.058343,1.631878,1.574788,21587,28878,29359,15148,21734,33072,28648,14034
26601,Milbank,17801.0,27,Minnesota,MN,"Milbank, MN",0.1769231,0.2113821,0.0597015,0.2142857,0.2704918,0.2916667,0.2153846,0.2142857,0.59230769,0.78048778,0.77941179,0.78571427,0.13287839999999998,7809.8409,-0.6553326,0.1296171,0.1105244,0.1097991,0.6108602,61.495894,89.326006,77.987883,79.450927,74.848162,43.60252,0.0045346,0.003297,0.0034582,0.0702862,0.24293,0.110785,0.06661,0.68634,2.3391161,100.4157,0.0674119,0.6347958,0.041788,-0.2007094,-0.1169976,0.5963213,0.0783546,0.9502606,0.0043255997,0.0061232515,10.15142,0.650214,34360.77,63113.64479,6.0520426,15.600026,11.6849,-0.0334526,12.73622,NA,NA,56.08175,0.1189118,0.0046627,5009.675,0.0247326,2.5,0.49484795174667,0.5051520482533299,0.23083689369188237,0.18308620256345814,0.3559939683337522,0.22907765770294045,5.654687107313395e-4,0.002638853983412918,0.01891178688112591,0.9522493088715758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26602,Sisseton,20859.0,46,South Dakota,SD,"Sisseton, SD",0.3021583,0.2368421,0.1414141,0.1016949,0.2857143,0.2593857,0.3092783,0.2586207,0.64591438,0.68771929,0.81632656,0.82456142,0.19131599999999999,7518.5433,1.096244,0.191163,0.1214634,0.1081087,0.2547287,82.702698,87.37186,75.833477,72.100718,64.228238,66.605946,0.0114184,0.0163464,0.0044774,0.2626905,0.24637,0.1797714,0.04579,0.61635,2.3311337,83.10082,0.1054701,0.5848794,0.0509087,-0.1468014,-0.0762258,0.5998566,0.0994341,0.747895,0.0081499593,0.0092526008,7.029006,0.5632037,30613.08,52629.03354,5.0935403,13.904224,4.793709,-0.006081,14.61515,NA,-0.1577282,48.64725,0.1708626,0.0042667,1563.121,0.0259678,0.0,0.4907196510782651,0.5092803489217349,0.28044584443905984,0.19922461836685243,0.32091107341894837,0.19859462078992005,0.0015023019142234068,0.001696147322510298,0.028301429609886117,0.7259995153864793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26603,East Corson,8225.0,46,South Dakota,SD,"East Corson, SD",0.3428572,0.1290323,0.2,0.1666667,0.5285714,0.2580645,0.4,0.4,0.61428571,0.77419353,0.60000002,0.66666669,0.18599620000000003,7590.3558,-0.5390654,0.2136865,0.063944,0.0934074,-3.19511,67.366315,44.262295,39.394844,44.262295,46.875,-123.19,0.0135305,0.0112905,0.0124541,0.2337092,0.30742,0.4012817,0.14908,0.46465,-0.24351506,69.2766,0.0607903,1.87234,0.0541142,-0.0670372,-0.0247606,0.5462315,0.0158103,0.5056251,0.0092401216,0.01556231,2.305824,0.504604,17400.51,42377.24498,6.8534026,12.300553,-22.10246,0.0992526,11.25083,17e3,-0.2287557,33.3845,0.3439099,8.511e-4,1539.09,0.0171922,0.0,0.48678753406801756,0.5132124659319824,0.38879014101196824,0.24718568550776157,0.2737291148240313,0.08863609432397203,0.002488446498400284,0.0014219694276573053,0.020144566891811825,0.21898329185922502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26604,Mobridge,7756.0,46,South Dakota,SD,"Mobridge, SD",0.3157895,0.2213115,0.1666667,0.25,0.2713178,0.2820513,0.1904762,0.1,0.71428573,0.72950822,0.80952382,0.85000002,0.1591258,7641.6676,1.625652,0.1592043,0.1283582,0.1419234,-1.010954,47.980793,83.714802,74.410905,68.914991,63.823049,47.99685,0.0028564,0.0043023,0.0025407,0.140697,0.22195,0.1722082,0.04955,0.66279,2.3785098,83.41929,0.0257865,0.5157297,0.039797,-0.1618759,-0.0982275,0.5931888,0.0292786,0.4919559,0.0048994327,0.0061887571,5.372657,0.7080196,31321.75,50143.1944,5.0901008,15.511962,19.04026,-0.0100166,15.57024,NA,NA,51.74825,0.188876,0.0046416,1702.434,0.0266878,0.0,0.5171519169789565,0.48284808302104354,0.24445085038916115,0.1735370423753243,0.34260593831075237,0.24041510521764198,0.018737388296339003,0.0025944076102623233,0.010089362928797925,0.8407321994811184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26605,Aberdeen,52825.0,46,South Dakota,SD,"Aberdeen, SD",0.2565445,0.2081362,0.1677704,0.1329787,0.2747014,0.2736125,0.2528736,0.2213115,0.64139593,0.76623374,0.801956,0.84487534,0.1215196,8821.1044,-1.047764,0.1402422,0.0978563,0.1013522,0.8339906,86.871818,88.983178,69.552763,81.269065,73.338238,71.877475,0.0252344,0.0271289,0.0233632,0.0487584,0.25742,0.1176982,0.1084,0.63621,2.0630198,86.23947,0.2233791,0.5660199,0.0313816,-0.0997171,-0.0056752,0.6561785,0.0937653,0.7652246,0.0083861808,0.0095977283,8.127424,0.6763889,33759.89,80056.38709,5.0423171,15.441812,7.67647,-0.0144409,20.39828,2465.82,-0.0136905,54.7185,0.1536045,0.0055466,1759.469,0.030324,0.0,0.5062774164271668,0.49372258357283316,0.2597375586144305,0.23370140674633186,0.33045303282408106,0.1761269096959613,0.011855241264559068,0.009378308879140826,0.019002420208743005,0.9228369384359401,83.944820000000007,84.26601,85.15536,85.4878,86.41706,86.75835,87.26658,87.57549,77.59486,78.01537,81.20874,81.61772,83.62847,84.00006,84.96288,85.28105,0.9705279,0.9282688,0.9029101,0.8587236,1.046909,0.99484,1.595568,1.523261,0.7584774,0.7469692,0.7988533,0.7775634,0.9836378,0.9482386,1.274972,1.224507,27463,35920,39715,22657,27798,38610,37272,20597
26701,Bemidji,101639.0,27,Minnesota,MN,"Bemidji, MN",0.245614,0.2545455,0.1212121,0.0833333,0.3859649,0.3272727,0.2727273,0.3714286,0.70175439,0.80000001,0.90909094,0.8611111,0.1365716,7591.4043,0.007467,0.1381719,0.11001,0.124368,0.3779476,83.932615,81.812677,75.894916,71.690237,70.920424,54.325217,0.0268113,0.0274671,0.0246482,0.3174883,0.30176,0.1428977,0.09319,0.57716,1.4431802,56.44684,0.2440008,0.845148,0.0544234,0.1457187,0.3529913,0.6345986,0.1100853,1.375521,0.018221352,0.0173850589,16.16141,0.4486814,31567.29,110234.1621,7.1448763,16.532108,4.087255,0.0064985,19.6002,2810.25,0.0737185,44.86275,0.2112471,0.0068281,2723.08,0.0207506,2.5,0.498069874099127,0.5019301259008729,0.2740424627698192,0.22897667912099587,0.3255626582614701,0.17081614222725905,0.00625077470649691,0.006047137570166274,0.01744196341614577,0.80979406087865,82.05168,82.48136,85.81855,86.13379,85.0369,85.41923,89.7809,89.97195,77.48511,77.96291,81.6918,82.07549,84.59515,84.92448,85.86172,86.17347,0.602871,0.5797938,0.6148245,0.5837746,0.86484780000000006,0.8320404,0.7755584,0.7324836,0.4801382,0.4754818,0.5443152,0.5338348,0.6759357,0.6527908,0.9794176,0.9380299,70482,75531,71144,40687,71132,77694,67464,35454
26702,Grafton,31090.0,38,North Dakota,ND,"Grafton, ND",0.3411765,0.2857143,0.0277778,0.0645161,0.2142857,0.1869159,0.2222222,0.1666667,0.64285713,0.82291669,0.87096775,0.90322578,0.1208875,7738.9214,0.3710949,0.1728886,0.1151411,0.1050878,0.7673143,87.84155,86.218887,80.269773,81.158884,63.352982,74.752309,0.0132534,0.0117642,0.0123869,0.0717511,0.23816,0.1041167,0.09879,0.6594,2.4151606,87.62625,0.1608234,3.415889,0.0376028,-0.2242627,-0.0599265,0.6173794,0.1119579,2.59434,0.0067224188,0.0115149566,6.23542,0.5817688,34409.39,66594.30642,5.5610969,15.489639,8.880914,-0.0255609,14.37992,13175.0,NA,56.7495,0.1236925,0.0035381,2180.498,0.0264798,3.44,0.4943719382222056,0.5056280617777944,0.23316255936576794,0.18929733368236043,0.3597472046669908,0.2182416513967316,0.003216035301596799,0.0019819752440073295,0.052466250327212895,0.9151116263415728,82.1712,82.4609,86.3186,86.60843,86.5989,86.93908,89.63651,89.79636,75.97546,76.28066,82.21013,82.56013,84.5199,84.8637,82.32355,82.74837,1.11369,1.069113,1.184083,1.118671,1.344986,1.27586,1.406115,1.333819,0.8227941,0.8071468,0.937521,0.9043177,1.239344,1.190162,1.736993,1.698993,16427,21287,24349,12343,18000,26250,23413,11203
26703,Thief River Falls,28038.0,27,Minnesota,MN,"Thief River Falls, MN",0.2857143,0.1428571,0.5,0.0,0.1428571,0.4285714,0.0,0.0,0.71428573,0.5714286,0.75,1.0,0.10542220000000001,8141.0817,-0.0649126,0.1509508,0.1041527,0.1179792,1.150205,83.327489,89.402508,74.800875,84.315756,73.187399,61.150714,0.0104845,0.0072816,0.0119852,0.066745,0.245,0.1055088,0.09085,0.67212,2.3380491,82.60575,0.1569299,1.711962,0.0610529,-0.1693921,-0.0111871,0.6477211,0.174247,1.633103,0.0100934446,0.0132320422,9.938273,0.5339999,32094.95,74470.18133,6.9817222,15.592587,9.515816,-0.0320513,13.20568,2427.08,-0.0905839,54.8695,0.1643125,0.0057065,3712.601,0.0218399,2.5,0.4971152799448456,0.5028847200551544,0.2575202293261729,0.22914474400377371,0.3398889654922167,0.17377263325955222,0.003664864472586088,0.010123734533183352,0.0335643528429914,0.9274647120722813,82.00861,82.42078,83.45094,83.92194,87.98453,88.22814,87.67899,87.9556,76.00342,76.48637,83.17112,83.53168,85.37379,85.64841,85.29628,85.59946,1.251421,1.194748,1.328439,1.274452,1.296569,1.230372,1.823488,1.731911,0.8832749,0.87699,1.139144,1.095165,1.2325,1.185358,1.917294,1.841744,15696,21764,23598,10225,17299,24042,22649,8860
26704,Grand Forks,108213.0,38,North Dakota,ND,"Grand Forks, ND",0.2914894,0.2019512,0.1561905,0.0952381,0.2303493,0.2437059,0.2436647,0.2368421,0.70411986,0.7963801,0.81557375,0.85227275,0.10607570000000001,7929.1477,0.0161235,0.1682767,0.1078801,0.1041911,0.8318368,80.746532,85.969429,80.10006,76.666873,70.638426,50.745476,0.0541189,0.0516321,0.0560441,0.0771139,0.23103,0.1156948,0.10207,0.6398,1.6117065,67.38285,0.893608,2.818515,0.0329911,-0.0480409,0.0766717,0.680159,0.0744423,2.686147,0.0186946116,0.0237679392,21.71894,0.6134396,31651.47,109868.4881,5.7094086,16.821822,8.004281,-0.0167473,24.20625,2732.88,0.0939789,50.80875,0.1807346,0.0053968,2039.431,0.0215891,3.44,0.48831261036573154,0.5116873896342684,0.25950738198831264,0.3123919098505398,0.2950428719666491,0.13374961315104403,0.015555879193897799,0.01894194534962043,0.04014126813638929,0.8842001784056361,82.04663,82.4072,84.62962,84.99686,85.93011,86.25611,86.97183,87.20973,76.49164,76.90929,80.89736,81.31628,83.39836,83.75304,87.73528,87.91773,0.7602441,0.7296834,0.7725178,0.7387114,0.7991853,0.7666718,1.060104,1.016262,0.6107104,0.6011029,0.6423054,0.6272261,0.7342546,0.7113385,0.7942347,0.7609513,46233,61439,79264,50146,46228,69536,79457,46307
26801,Fargo,206945.0,38,North Dakota,ND,"Fargo, ND",0.2964206,0.2180057,0.1746258,0.1038062,0.2412791,0.2590739,0.2198685,0.2026742,0.65936255,0.76270396,0.83202511,0.89346069,0.1019431,7830.6558000000005,-0.7430347,0.1496961,0.1026656,0.0993361,1.518397,84.700643,88.816444,80.148838,83.876858,75.264335,50.582967,0.0651535,0.0559555,0.0738104,0.0562532,0.25396,0.1079304,0.11083,0.59668,1.8003606,62.43833,0.6373674,1.860398,0.0252102,0.185157,0.373238,0.7213759,0.096186,2.723029,0.0225180604,0.0199811544,35.22537,0.5183942,34084.59,118176.9289,6.2692762,17.185545,6.018217,-0.0136674,27.01475,2686.48,0.0543129,50.44725,0.1713243,0.0053831,2262.824,0.0202843,3.44,0.49679082470359,0.50320917529641,0.26501212265463947,0.3299863241932686,0.2888338449994554,0.11467910264116539,0.01915016358523981,0.02245010751039805,0.026936094851199962,0.9000496201837157,82.7403,82.99854,85.35685,85.6646,86.9707,87.23475,87.80912,88.13394,76.21379,76.51935,81.22104,81.58732,84.26087,84.56587,85.99231,86.34524,0.5441145,0.5245736,0.5464329,0.5236393,0.6085004,0.5842032,0.7227782,0.6842824,0.4384269,0.4298522,0.4701985,0.4620858,0.5052437,0.4908912,0.6606042,0.6246278,91914,124419,158797,122319,89784,136931,159190,118187
