cz,czname,pop2000,fips,statename,stateabbrv,location,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,adjmortmeas_amiall30day,adjmortmeas_chfall30day,adjmortmeas_pnall30day,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,cs_educ_ba,tuition,gradrate_r,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc,taxrate,tax_st_diff_top20,female,male,age_0_to_19,age_20_to_39,age_40_to_64,age_over_64,asian,black,hispanic,white,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
3902,Lake Providence,21735.0,22,Louisiana,LA,"Lake Providence, LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23508420000000002,13306.812,0.4238659,0.1576475,0.1042664,0.1279841,-1.945068,90.079878,82.092856,56.412116,82.566365,57.67804,234.71105,0.0242997,0.0234079,0.025411,0.266238,0.3714,0.3057989,0.08917,0.34833,-0.42575514,60.77755,39.62273,1.279043,0.1066181,-0.1198267,0.0255741,0.4774151,0.0956534,0.5523853,0.0080515298,0.0132965263,27.83546,0.393187,21037.14,57366.32761,4.3997719,16.153876,-5.451291,0.0547513,10.71366,NA,NA,40.5265,0.3165829,0.015735,1945.51,0.0265442,4.0,0.4710311650282368,0.5289688349717633,0.2721710939134072,0.2627588370633759,0.30934950847103115,0.15430872202468102,0.0016732901066722444,0.3746601129470822,0.02828906086592763,0.5871679564944572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4001,Magnolia,34162.0,5,Arkansas,AR,"Magnolia, AR",0.25,0.1707317,0.0952381,0.1071429,0.3953488,0.2439024,0.4285714,0.3076923,0.60000002,0.80487806,0.71428573,0.8214286,0.1991915,10017.268,2.399176,0.2243114,0.1209378,0.1241589,-0.8341919,84.578891,81.585094,60.708021,72.301295,59.708266,87.097873,0.0223452,0.0180394,0.0271912,0.0712852,0.37093,0.2166012,0.0752,0.46933,-0.50375299,61.78502,36.03712,1.045021,0.0495536,-0.0731204,0.0608454,0.5572163,0.2520056,0.8909543,0.0096013114,0.0162168491,26.42868,0.4630665,29000.7,66969.59503,4.7588844,16.572994,-11.37053,-4.032e-4,14.97105,2304.0,-0.0198412,38.56225,0.2772831,0.012792,1256.467,0.0109379,1.0,0.5225378251706457,0.4774621748293542,0.2733163473939165,0.24670504230757132,0.30876663206567895,0.17099179012928187,0.005347425371960618,0.36397093517033124,0.023748859740178038,0.5935642162876286,79.8341,81.10002,83.20934,84.0838,84.45825,84.96815,86.79288,87.19711,72.86939,74.22224,78.6513,79.55962,80.88042,81.41614,82.74963,83.23335,0.9794188,0.9513404,1.247714,1.191401,1.360844,1.304322,1.950574,1.863221,0.6680874,0.6756549,1.054278,1.042307,1.35564,1.324121,1.8065,1.758017,26378,17584,15198,9866,21131,19314,15448,8857
4002,Shreveport,499101.0,22,Louisiana,LA,"Shreveport, LA",0.283323,0.2549277,0.202473,0.1586121,0.3063472,0.2736625,0.2439418,0.2112676,0.56894332,0.70415813,0.80732483,0.82824427,0.2073965,11819.731,-0.8140969,0.164437,0.0832948,0.103871,-0.8684288,80.985207,80.189487,64.379608,75.032862,59.263646,95.255846,0.0832982,0.0747759,0.0887965,0.236987,0.40826,0.206827,0.12701,0.44558,-0.75341219,54.57913,38.12555,1.708472,0.0575581,0.0265027,0.0592123,0.5958785,0.1230207,1.505413,0.0115607863,0.0125826236,77.93954,0.3119053,31564.53,97648.97555,4.6550033,17.401838,-12.55536,0.0485703,17.9401,2514.35,-0.1059486,38.13575,0.3268263,0.0124885,1944.916,0.0229833,4.0,0.5160540664201014,0.48394593357989857,0.27166660311892327,0.26770884965874864,0.3193617264650932,0.14225225912227857,0.009825752087543372,0.39106645823006825,0.03256758302512678,0.5462652991192283,80.69445,81.9524,83.65523,84.43272,85.13064,85.60217,86.68799,87.12453,74.16111,75.59414,78.49635,79.355950000000007,81.66441,82.21419,84.31615,84.7912,0.2791587,0.3049628,0.3444652,0.3368118,0.3732329,0.3620656,0.4614086,0.4397659,0.2119216,0.2374494,0.29322,0.2986613,0.3289318,0.3238685,0.441137,0.4237015,401842,289048,253002,202911,314732,273559,247257,188474
4003,Ruston,74800.0,22,Louisiana,LA,"Ruston, LA",0.2644231,0.15116280000000001,0.1111111,0.106383,0.3718593,0.2891566,0.2696629,0.2045455,0.6047619,0.71264368,0.80000001,0.78723407,0.2168172,12545.567,0.6350605,0.1791174,0.0876641,0.1336997,-0.9974475,78.703653,82.777407,64.096315,75.581756,63.389499,126.86874,0.0400257,0.0399596,0.0381592,0.2065351,0.39607,0.2386843,0.11456,0.4662,-0.93554928,56.75401,35.45989,0.9799466,0.061076,0.0062284,0.1598979,0.553506,0.1394959,1.417299,0.0156684492,0.0206016043,37.55744,0.4635242,24714.89,87053.85795,4.6390685,15.482385,-4.971119,0.0197922,22.85041,2677.3,0.0345507,40.35225,0.2866296,0.0115642,1398.201,0.0171584,4.0,0.5018867443461411,0.4981132556538589,0.2588919201448204,0.3284082506820326,0.27621682262053493,0.1358583411947681,0.01133321434945565,0.3659009204252824,0.022207490884985085,0.584406312944596,79.20121,80.45851,82.91682,83.78738,85.80545,86.35092,86.88705,87.2547,73.77835,75.10506,79.40806,80.26946,81.64466,82.25716,82.4231,82.89503,0.6939313,0.6871277,0.8521385,0.8087091,1.02169,0.9668519,1.110377,1.057554,0.5303549,0.5402802,0.7205735,0.7091605,0.880447,0.863096,1.157067,1.134977,51914,38946,36220,27092,41167,40519,37119,24567
4004,Many,23459.0,22,Louisiana,LA,"Many, LA",0.2459016,0.2542373,0.1363636,0.25,0.4137931,0.3965517,0.2727273,0.2083333,0.59016395,0.58333331,0.90909094,0.875,0.2335233,12540.75,0.6890413,0.1952695,0.0928633,0.118605,-1.861584,80.2017,74.54955,57.657658,71.171171,62.244898,137.51,0.0179364,0.0216717,0.0085714,0.1600518,0.34114,0.2150397,0.0971,0.50916,-1.5564642,70.88964,16.76968,2.73669,0.0592473,-0.0720332,0.1259612,0.5068581,0.1269365,0.8833844,0.015900081,0.0139818407,27.11193,0.3058428,30067.25,81846.2,4.4580201,15.959459,-9.206351,0.0268245,11.1,520.0,NA,46.5605,0.2362319,0.0077582,1852.557,0.0185847,4.0,0.5048999423536193,0.49510005764638065,0.26599687062505145,0.22099151774685002,0.33599604710532815,0.17899201185868402,0.0034587828378489665,0.16869801531746687,0.035864283949600596,0.6867330972576793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4101,Crossett,24209.0,5,Arkansas,AR,"Crossett, AR",0.3255814,0.2608696,0.1666667,0.3529412,0.4186046,0.5,0.3333333,0.5294118,0.51162791,0.65217394,0.66666669,0.7647059,0.1987474,10278.82,3.414701,0.2345109,0.1275685,0.1418679,-0.69151,87.698333,83.181818,66.818182,70.454545,54.362416,87.09,0.0112534,0.0087818,0.0149072,0.0538631,0.36567,0.1748547,0.0741,0.49639,-0.18329435,79.90004,26.8743,3.205419,0.07154,-0.0877609,0.0441799,0.5609097,0.2748425,2.290974,0.010326738,0.0169771573,26.28134,0.5015038,30092.7,74248.1,4.6432532,17.430109,-11.5926,0.0085609,10.1,NA,NA,38.56775,0.2245789,0.0098724,1466.796,0.0146102,1.0,0.5182161683071326,0.4817838316928675,0.258991463357746,0.23300835004898074,0.3380137146055885,0.1719923496757942,2.3324159164062137e-4,0.2606241544992303,0.05010029388440547,0.679805942995755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4102,Pine Bluff,168122.0,5,Arkansas,AR,"Pine Bluff, AR",0.2659341,0.219697,0.1604938,0.1481481,0.3736018,0.2971576,0.3225806,0.3149171,0.58215964,0.6859504,0.74193549,0.82222223,0.19592130000000002,9446.6998,2.216879,0.2000691,0.1218351,0.135741,-0.8166277,77.465044,81.552991,62.811432,75.84236,61.601843,90.127779,0.0459956,0.0420323,0.0476794,0.2375423,0.37095,0.2184061,0.08256,0.4442,-0.92264574,52.45298,42.08908,2.065762,0.0703849,-0.0722819,0.0227973,0.5477696,0.2086003,1.569324,0.0072268948,0.0128240207,34.09088,0.3960035,27098.61,72296.75926,5.002205,17.998966,-15.88165,0.0091064,13.84896,2088.63,-0.0412678,36.63725,0.3169288,0.0101355,1369.618,0.0154404,1.0,0.500617255424916,0.499382744575084,0.26230384810895385,0.25401876192425255,0.33278319480845275,0.15101302507971506,0.004225063871082738,0.4446351591330697,0.03377410431946764,0.5046838794008331,79.89725,81.24519,83.57722,84.38013,84.79982,85.46255,86.22687,86.63148,74.72706,76.23005,77.98391,78.88094,81.45259,82.13918,83.62144,84.10361,0.4348097,0.4530178,0.564995,0.5442588,0.6853724,0.6573807,0.8286682,0.7982708,0.3827931,0.3943204,0.4961085,0.4942818,0.5820284,0.5720302,0.8423196,0.8163767,129456,94669,74105,46121,105536,92461,73383,41379
4103,El Dorado,89373.0,5,Arkansas,AR,"El Dorado, AR",0.2793734,0.254902,0.2091503,0.1007194,0.3540541,0.2433333,0.1768707,0.1818182,0.56703913,0.73287672,0.75675678,0.84962404,0.18818919999999997,8978.5243,2.090419,0.208099,0.1114122,0.1353846,-0.3725258,81.726197,83.539284,68.241331,74.304822,58.299427,70.900822,0.0221457,0.023424,0.0229192,0.0933336,0.35495,0.1887474,0.09389,0.49518,-0.21225491,67.22053,34.36385,1.111074,0.0577693,-0.0661909,0.0371991,0.5621301,0.2722701,0.9602575,0.008537254,0.0130352567,29.13975,0.436969,30514.27,68361.38692,4.7253557,16.560445,-9.727983,0.0054867,13.15668,1244.45,-0.0692945,37.579,0.2704004,0.0099023,1389.883,0.0128945,1.0,0.5150574784848294,0.48494252151517053,0.2541240027639927,0.23094415478359193,0.34439349205352093,0.17026195112758338,0.005578239839185878,0.35391670331050945,0.027401218669514418,0.5982285319429612,78.99319,80.39952,83.28306,84.01352,85.42016,85.97819,86.37952,86.77541,73.48366,75.03399,77.54854,78.35732,81.01898,81.67511,84.61605,85.02013,0.5772189,0.5730267,0.6831719,0.659393,0.8671373,0.8240068,1.134197,1.081657,0.4436532,0.4561638,0.5888156,0.5869623,0.8189578,0.8020171,0.9799862,0.9415237,71242,52931,44746,27734,58163,56608,45398,25275
4200,Little Rock,630854.0,5,Arkansas,AR,"Little Rock, AR",0.2972408,0.2406312,0.1785497,0.1104566,0.2914508,0.2428039,0.245614,0.1983968,0.58534324,0.72034818,0.81842107,0.85751027,0.1794136,9339.4419,1.02907,0.1637313,0.1187299,0.1289331,-0.0649102,80.25417,82.600605,69.905363,75.022447,65.616153,64.210562,0.0726473,0.0648321,0.0766673,0.2781138,0.36688,0.1218566,0.11732,0.5049,-0.04735735,57.68307,20.67546,2.061491,0.0406127,0.2267147,0.3473369,0.6632895,0.1139406,2.296303,0.0200727902,0.0177759038,135.77,0.2925001,36101.2,114554.682,5.3646824,17.403529,-9.09216,0.006978,23.76846,4960.86,-0.1135496,37.99,0.2465989,0.0090528,1686.617,0.0166927,1.0,0.5145049483485632,0.4854950516514368,0.2673300597270549,0.28510861435400475,0.31773627957898387,0.13076675013278702,0.014702773893531917,0.22200091053949464,0.04888187918008086,0.6934313789253466,79.84695,80.6972,83.50587,84.10931,85.06816,85.46173,87.62373,87.87194,74.42846,75.3893,78.76657,79.44566,81.85647,82.30922,84.4221,84.76693,0.2604347,0.2617023,0.295153,0.28441109999999997,0.3271981,0.3191342,0.353174,0.3421386,0.1998962,0.2053366,0.2422464,0.2470711,0.288669,0.2882304,0.3126768,0.306057,414285,436648,419329,358972,374253,391702,392866,337264
4301,Stuttgart,40542.0,5,Arkansas,AR,"Stuttgart, AR",0.1894737,0.1794872,0.2142857,0.1153846,0.402439,0.4210526,0.3846154,0.4230769,0.48421052,0.69230771,0.85714287,0.57692307,0.20204560000000002,9709.324,1.797001,0.20326,0.1166805,0.1251136,-0.442669,86.121382,84.704912,64.902735,78.07195,57.440957,96.623883,0.0180924,0.0228579,0.015463,0.1133922,0.34854,0.1970336,0.09649,0.47431,-0.36749741,65.76637,24.89024,0.9027675,0.0476882,-0.1617839,-0.0462667,0.57775,0.2001415,0.4231382,0.0122095605,0.0162054166,18.09046,0.5289947,30499.94,70817.37719,4.6728395,15.863876,-12.25434,0.0128819,10.48598,NA,NA,39.83075,0.2744706,0.0056485,1426.595,0.0134976,1.0,0.5161546986445398,0.4838453013554602,0.2440965019465204,0.2171009633144838,0.35358472336676994,0.18615555113523344,0.003097382853570515,0.25640078429143814,0.022477337955727317,0.7070841976641755,80.58673,81.62849,82.3606,83.04927,84.64325,85.01963,83.87257,84.30175,74.56132,75.72101,77.77391,78.51736,81.10278,81.52554,84.37781,84.73237,0.905502,0.878055,1.031435,0.9927539,1.321993,1.274461,1.962326,1.907888,0.6396211,0.6408369,0.8752725,0.8659697,1.157682,1.131415,2.000739,1.952886,33220,26341,18899,9954,29293,27994,18206,8583
4302,Searcy,94324.0,5,Arkansas,AR,"Searcy, AR",0.2857143,0.1740413,0.1346154,0.0955414,0.2751843,0.2229102,0.3032258,0.1854305,0.53944021,0.72897196,0.7682119,0.86842108,0.2051108,10421.24,1.026294,0.1863347,0.1142504,0.116128,-0.7738613,84.135802,80.909676,64.354166,79.049536,55.96167,103.55466,0.0269893,0.0253674,0.0290038,0.1350294,0.34588,0.1587654,0.08856,0.51408,-0.74224194,61.04809,8.767652,1.661295,0.0558204,0.1268891,0.3469885,0.5950115,0.1833537,1.231117,0.0194330181,0.0200267164,41.84521,0.4212119,28364.96,82890.89369,4.5325458,17.108798,3.539932,0.0070126,13.78961,5684.06,0.0590741,41.313,0.1966913,0.0064035,1251.84,0.0116559,1.0,0.5072297919798283,0.49277020802017163,0.26374436308975413,0.2626000096979101,0.32126266789506863,0.15246084468796975,0.004325267904766523,0.07980410221597246,0.03540706977646317,0.8572952528730059,81.0915,81.74,84.17428,84.56342,84.87476,85.24419,89.085,89.25301,74.13184,74.8258,79.31064,79.76931,82.28743,82.64766,84.45418,84.79619,0.5804568,0.5572587,0.6890368,0.6611626,0.8829409,0.8495647,0.906379,0.8632048,0.4170257,0.4202195,0.6000401,0.5881937,0.764072,0.7393888,1.191603,1.148409,76301,62979,52554,27477,69676,64980,51055,24690
4401,Corbin,144931.0,21,Kentucky,KY,"Corbin, KY",0.3777533,0.2919132,0.2404372,0.1310345,0.341573,0.2880324,0.2372881,0.2198582,0.47401774,0.65795207,0.75449103,0.83823532,0.19024090000000002,11609.249,-0.6142463,0.1554672,0.0798383,0.1198685,-1.308913,81.671909,83.560848,53.411946,84.738546,55.595506,142.12326,0.0283786,0.0255241,0.0248995,0.1053509,0.37666,0.2847472,0.13431,0.47547,-1.4618113,50.68757,1.282679,0.7265526,0.0586188,0.1560354,0.3298231,0.4922809,0.1639418,0.6529838,0.0065203442,0.0059131587,83.55791,0.3448248,22044.17,86538.09744,6.0147108,16.713384,-2.237019,0.0161044,10.45749,10136.0,0.0275834,39.0955,0.2007874,0.0023459,1163.926,0.0093803,0.2,0.5043094443882881,0.495690555611712,0.26114761279018833,0.2607230701843054,0.33588732774015295,0.14249806260318743,0.0031402675292294215,0.015297011354830015,0.011813066477981063,0.9570066376899491,80.82101,81.28002,84.25102,84.65139,84.45349,84.85195,86.86948,87.09621,75.72746,76.19504,79.54458,80.02302,83.20808,83.56875,83.87942,84.23911,0.4658115,0.45558,0.6379522,0.6115692,0.8715701,0.8380184,1.276256,1.224665,0.3783323,0.3820322,0.5465741,0.5391437,0.7675704,0.7431617,1.097094,1.057245,116937,86222,61598,29317,111153,86674,59185,27561
4402,Richmond,116256.0,21,Kentucky,KY,"Richmond, KY",0.4059406,0.2864865,0.2,0.1060606,0.2979798,0.2555556,0.2857143,0.2903226,0.51955307,0.6392405,0.75999999,0.80701756,0.1940465,10207.625,1.567822,0.1880759,0.1141538,0.1316389,-0.3155924,82.127649,87.293173,60.377928,81.388164,61.332745,92.040384,0.0506054,0.0470205,0.0575821,0.1052819,0.34484,0.2064958,0.0778,0.50869,-1.3284847,41.27615,2.739644,0.8085604,0.0543545,0.2391916,0.480663,0.5941269,0.2046377,0.9990737,0.0198957473,0.0159045555,85.57852,0.3499787,25663.87,103825.1791,5.9322905,15.890095,-0.1567879,-0.0026519,16.17142,1728.76,0.0668838,38.85325,0.2050258,0.0076211,1205.431,0.0133128,0.2,0.5114868026417728,0.4885131973582272,0.2585470249372924,0.28241042595135274,0.32497487861191865,0.13228040838555769,0.006734833201653793,0.029416953676927444,0.015717167688141936,0.9286859404603925,81.77048,82.21354,84.40715,84.85924,86.82514,87.14953,86.71973,86.95845,75.37511,75.86317,80.31483,80.79649,81.94527,82.36783,85.83968,86.06413,0.5690904,0.5519818,0.7120005,0.6790325,0.8279817,0.7855369,1.318281,1.273792,0.4304723,0.4358215,0.6203263,0.6024337,0.7643416,0.7419437,0.9239854,0.8908519,85441,75485,62674,36411,78943,76377,61221,34434
4501,West Liberty,49887.0,21,Kentucky,KY,"West Liberty, KY",0.36050720000000003,0.3133333,0.1530612,0.1868132,0.3314815,0.3058419,0.3617021,0.2183908,0.53027141,0.69230771,0.76086956,0.78160918,0.1842541,11199.492,0.9943837,0.1839736,0.0999977,0.1299162,-2.28843,82.472024,83.996936,50.333012,81.836431,43.843264,183.29383,0.0111309,0.0094812,0.0097048,0.1574551,0.34402,0.3287424,0.16386,0.45629,-1.2892047,21.39435,1.978471,0.5833183,0.0788186,0.0125639,0.166387,0.4234694,0.1377693,0.4533237,0.003908834,0.0069557199,33.09937,0.2946136,20801.63,65331.75248,6.7842424,14.831427,-5.551585,0.0298478,8.630826,3750.0,-0.1763683,38.44575,0.1986945,0.0023318,1271.852,0.0092911,0.2,0.47735184196476244,0.5226481580352376,0.22977042178323545,0.24849973304858516,0.37057127602776296,0.15071009076348105,0.005168179391350774,0.013625200213561131,0.0068126001067805655,0.961494927923118,80.97803,81.42636,84.03428,84.44851,82.87183,83.3398,90.1973,90.29643,76.37959,76.8214,79.03305,79.52058,81.9547,82.34706,90.16053,90.22201,0.9393978,0.9107059,1.350628,1.291032,1.713947,1.654339,1.75342,1.676284,0.62956,0.6207662,1.066493,1.04471,1.519341,1.474652,1.858555,1.789359,38131,25957,16878,5982,39462,26665,16327,4537
4502,Hazard,117919.0,21,Kentucky,KY,"Hazard, KY",0.4122191,0.256579,0.2389706,0.1538462,0.3381818,0.2839674,0.2781955,0.3181818,0.45537189,0.69184291,0.77049178,0.80838323,0.1844113,13094.39,0.9119443,0.1907113,0.1008204,0.1216089,-2.892393,82.337595,81.676877,45.930794,75.892784,50.98521,217.40934,0.0139384,0.0110074,0.011205,0.0957294,0.35045,0.3029364,0.09422,0.50149,-1.3478979,35.14446,1.365344,0.5673386,0.0684978,-0.1526433,-0.0341604,0.4214072,0.0581184,0.4734195,0.0035448062,0.0061737294,61.91233,0.3150889,20987.14,59172.37819,6.4418161,15.17781,-7.906068,0.0103452,8.56391,1610.46,-0.0047999,42.679,0.1917449,0.0025304,1263.873,0.0105937,0.2,0.510278370612637,0.4897216293873629,0.24294834483586944,0.2416733649306614,0.36804419930338056,0.14732485194526826,0.0031135378844572557,0.011955246357530234,0.006125446935890684,0.9675896412502194,80.95499,81.42979,83.63519,84.07861,83.92758,84.3499,83.94932,84.25745,74.36175,74.85077,79.32292,79.77242,83.79958,84.14099,85.4427,85.65167,0.6109645,0.5885398,0.8760552,0.84044,1.03441,0.9917105,1.526614,1.477651,0.3993407,0.4009912,0.6717961,0.6555257,0.8874539,0.8540611,1.212466,1.165685,86390,59212,50625,22721,83798,60120,52441,21764
4601,Campbellsville,83451.0,21,Kentucky,KY,"Campbellsville, KY",0.3743842,0.3333333,0.1931818,0.1607143,0.3061225,0.2242152,0.255814,0.2,0.50785339,0.7230047,0.85714287,0.8214286,0.218333,11973.976,0.2467611,0.159383,0.10372,0.121725,-1.319312,84.325007,82.57274,57.954931,77.520418,56.195748,137.63419,0.0103294,0.0070215,0.0104181,0.0670128,0.3091,0.2178994,0.08527,0.52428,-0.49900086,63.65532,2.427772,0.9203005,0.0560928,0.0983285,0.2138126,0.5706365,0.2315264,1.033979,0.0064229308,0.0064828462,50.13665,0.4042495,26922.56,81943.23449,5.7455738,15.50204,0.8185197,0.0056358,10.1067,9291.53,0.0488094,41.917,0.1906754,0.0059915,1624.228,0.0091337,0.2,0.5092718583075626,0.49072814169243745,0.2537081810514478,0.23225189766657295,0.34170368287883046,0.17181894855215069,0.003800955861681192,0.025549620466685408,0.021771155468091087,0.9339330896823166,82.56792,83.00993,85.27093,85.62296,86.24111,86.63326,83.81679,84.281720000000007,77.54767,78.02575,80.51482,80.92023,82.87328,83.30968,84.21783,84.58202,0.5528839,0.5320403,0.8319981,0.7957971,1.197815,1.143444,2.19964,2.160819,0.4726485,0.4717131,0.677711,0.6600492,1.021202,0.9833811,1.530603,1.475661,76001,60141,36130,13631,75783,58768,33000,12666
4602,Somerset,123981.0,21,Kentucky,KY,"Somerset, KY",0.3583815,0.2684085,0.1853933,0.1692308,0.2983508,0.2273839,0.2151163,0.2109375,0.52827138,0.704,0.72151899,0.86440676,0.2006141,10801.062,2.222545,0.1851419,0.1193069,0.1493266,-0.7208443,84.469762,84.450448,61.739464,83.199785,55.462666,119.89547,0.0211837,0.0158969,0.0239841,0.0467136,0.34972,0.2328125,0.11635,0.48002,-1.140307,53.83406,0.825933,0.8783604,0.0711144,0.1582788,0.3562036,0.5287137,0.2477431,0.7772186,0.005823473,0.0062832208,54.41942,0.3718999,24891.55,84935.53988,5.8143763999999996,16.584803,-2.443403,0.0104389,8.740731,1150.0,-0.0282029,39.055,0.1913426,0.0044059,1270.797,0.0121247,0.2,0.5017756051173088,0.4982243948826912,0.2515341525385953,0.238012808130637,0.34857580125109583,0.16227842082584212,0.0028751430142196993,0.016359340871606662,0.020348880402965782,0.94748220680227635,81.42236,81.8471,85.2179,85.56774,86.27715,86.6084,87.00577,87.38483,75.8659,76.33538,80.14359,80.5817,84.59053,84.89868,84.14171,84.49732,0.4974721,0.481878,0.6512633,0.6216945,0.9091023,0.8651156,1.501029,1.423241,0.372947,0.3771286,0.536068,0.5308502,0.7809473,0.7555035,1.180662,1.13408,113156,83333,53049,23560,111904,83449,49201,21822
4701,Greenwood,84168.0,28,Mississippi,MS,"Greenwood, MS",0.2369792,0.1693989,0.2087912,0.1919192,0.4082192,0.2833333,0.2555556,0.2959184,0.52072537,0.59239131,0.76923078,0.79000002,0.2175138,11244.537,1.227362,0.1487926,0.1090974,0.1549623,-0.7461219,86.086363,84.352616,64.338722,68.455126,57.071683,84.84535,0.0454371,0.0430663,0.0472755,0.2232873,0.40161,0.2685252,0.13772,0.37759,-0.76446792,47.44796,52.71481,1.243941,0.0774364,-0.0179909,0.0497632,0.5468919,0.2276564,0.8948916,0.0083642239,0.0128195989,41.09166,0.4349828,25756.36,79393.73839,4.4806049,18.452564,-17.14452,0.0422883,13.88733,2746.0,0.030302,35.5705,0.3807887,0.0086018,2172.377,0.0162208,0.0,0.5229310992964932,0.47706890070350677,0.2860748617152677,0.24037377154825199,0.32330433381665863,0.1505289726652704,0.00467214435314967,0.5439154717791741,0.01123731271145481,0.431663175984104,81.35426,82.83258,84.4827,85.37383,85.91556,86.47157,85.48279,85.79294,75.14246,76.83759,79.00583,80.08637,80.87898,81.5486,85.31517,85.58056,0.6665002,0.6609603,0.8451945,0.8058985,0.9556671,0.9091916,1.493425,1.449955,0.521349,0.5428284,0.6789661,0.6702563,1.011408,0.9924403,1.157639,1.127699,73442,42530,30383,18632,62296,43739,28305,16913
4702,Clarksdale,141711.0,28,Mississippi,MS,"Clarksdale, MS",0.2564576,0.2429907,0.2012195,0.1584158,0.3707224,0.3355049,0.3,0.1969697,0.57670981,0.66043615,0.81097561,0.83168316,0.2206556,10272.943,0.7247893,0.1572136,0.1041574,0.1376963,-1.15188,83.533602,82.789018,60.856616,73.933562,51.403203,100.32919,0.021607,0.0216368,0.0232992,0.1406819,0.39089,0.2761223,0.12888,0.37292,-0.76081555,44.44538,47.9377,0.9921601,0.0647296,0.019181,0.1471329,0.5525163,0.1750484,1.098357,0.0134569652,0.0162513849,41.86016,0.410059,25221.86,84235.07542,4.2944768,18.490688,-17.67537,-5.083e-4,17.40265,2889.11,0.2104029,34.24675,0.3565924,0.0082774,1928.174,0.0155589,0.0,0.5106312907807258,0.4893687092192742,0.28312372640635614,0.29712039190663403,0.2931409477938099,0.12631304502946847,0.010538665788444517,0.454308434363186,0.02846674762777103,0.5002435694241469,80.59641,82.06542,83.56349,84.23576,83.76631,84.34048,85.65585,86.23062,74.11063,75.7625,77.92406,78.72115,81.45834,82.02045,83.64945,84.21135,0.5206814,0.5249165,0.6870179,0.6692649,0.8531098,0.8259316,1.13782,1.085087,0.4103829,0.4300053,0.5273618,0.5278801,0.7267799,0.7141823,0.8862776,0.8505818,117739,73698,51760,36671,100900,73600,49256,33108
